date,Call IV,Put IV,Average IV
2000-01-10,0.14345400000000239,0.188172,0.1658130000000012
2000-01-11,0.12705800000001016,0.17231599999999916,0.14968700000000468
2000-01-12,0.16325799999992366,0.15022599999981198,0.15674199999986782
2000-01-13,0.1669659999999994,0.10704599999999921,0.1370059999999993
2000-01-14,0.156192,0.15615699999999907,0.15617449999999955
2000-01-18,0.16022000000000072,0.0999860000000001,0.1301030000000004
2000-01-19,0.18015800000000226,0.810795999999516,0.49547699999975914
2000-01-20,0.22985700000000442,0.08287099999993817,0.1563639999999713
2000-01-21,0.19316200000000222,0.20056700000000363,0.19686450000000294
2000-02-07,0.16972299999999937,0.1467089999999994,0.15821599999999938
2000-02-08,0.1934730000000012,0.13324100000021222,0.16335700000010672
2000-02-09,0.1330650000003202,0.1745360000000007,0.15380050000016043
2000-02-10,0.17776199999998418,0.1281139999999994,0.1529379999999918
2000-02-11,0.1872650000001041,0.4623039999999976,0.3247845000000509
2000-02-14,0.23282600000000112,0.5784249999999999,0.40562550000000047
2000-02-15,0.2763710000004011,0.6631149999999991,0.4697430000002001
2000-02-16,0.35018499999999925,0.36834100000002107,0.35926300000001016
2000-02-17,0.4814789999996637,0.7870529999999852,0.6342659999998245
2000-02-18,1.103038999999985,0.8440010000000033,0.9735199999999942
2000-03-06,0.22318200000000002,0.23415399999999698,0.22866799999999848
2000-03-07,0.19615899999999944,0.40286699999999853,0.299512999999999
2000-03-08,0.17649400000000245,0.3718549999998027,0.27417449999990257
2000-03-09,0.20537499999999914,0.24549699999999994,0.22543599999999953
2000-03-10,0.21826899999999935,0.25925799999999627,0.2387634999999978
2000-03-13,0.24931100000000214,0.2971929999998794,0.27325199999994076
2000-03-14,0.25482100000000163,0.5190199999999365,0.3869204999999691
2000-03-15,0.24761899999999992,0.3010309999999985,0.2743249999999992
2000-03-16,0.15381599999999765,0.20774599999991317,0.1807809999999554
2000-03-17,0.33809699999999915,0.49377199999999805,0.4159344999999986
2000-05-08,0.19922300000001916,0.1616190000000018,0.1804210000000105
2000-05-09,0.19610700000000006,0.1698549999999466,0.18298099999997333
2000-05-10,0.1645290000000016,0.19060800000000044,0.17756850000000102
2000-05-11,0.4311059999999898,0.20364900000000016,0.317377499999995
2000-05-12,0.15994700000000017,0.16461099999999915,0.16227899999999967
2000-05-15,0.36984299999999853,0.22160600000002065,0.2957245000000096
2000-05-16,0.16585500000000356,0.21885599999999586,0.1923554999999997
2000-05-17,0.15774400000010033,0.1896009999999988,0.17367250000004958
2000-05-18,0.8472090000003523,0.23815100000000042,0.5426800000001764
2000-05-19,0.21210700000000224,0.1579409999999547,0.18502399999997848
2000-06-05,0.303904999999993,0.14231999999999903,0.223112499999996
2000-06-06,0.19694000000000064,0.23684399999996975,0.2168919999999852
2000-06-07,0.20249699999999807,0.305553000000196,0.25402500000009703
2000-06-08,0.19337499999999974,0.26383999999999974,0.22860749999999974
2000-06-09,0.1980449999999986,0.2599780000000107,0.22901150000000464
2000-06-12,0.2716139999999998,0.22804599999999947,0.24982999999999964
2000-06-13,0.159097000000001,0.3081070000000018,0.2336020000000014
2000-06-14,0.22862599999999883,0.23297499999999757,0.2308004999999982
2000-06-15,0.6213499999999964,0.24599600000000246,0.4336729999999994
2000-06-16,0.2046469999999984,1.7642459999998683,0.9844464999999334
2000-07-10,0.4812939999999955,0.48129399999999284,0.48129399999999417
2000-07-11,0.5301320000000006,0.5301319999999983,0.5301319999999994
2000-07-12,0.5432470000000003,0.5432470000000019,0.5432470000000011
2000-07-13,0.5592079999999964,0.7729899999999913,0.6660989999999938
2000-07-14,0.6401679999999984,0.665822000000335,0.6529950000001667
2000-07-17,0.8473280000000014,0.8473279999999993,0.8473280000000003
2000-07-18,0.9666369999999992,0.8473280000002045,0.9069825000001018
2000-07-19,1.0623719999999959,1.0623720000000108,1.0623720000000034
2000-07-20,1.4104579999999953,1.288213000000008,1.3493355000000018
2000-07-21,1.9013139999999995,1.927231000000015,1.9142725000000071
2000-08-07,0.18725300000000036,0.19199200000000058,0.18962250000000047
2000-08-08,0.20090100000000438,0.196215999999999,0.1985585000000017
2000-08-09,0.16199399999999645,0.2086130000000003,0.18530349999999837
2000-08-10,0.17004599999999878,0.18462799999999888,0.17733699999999883
2000-08-11,0.2621549999999978,0.155438,0.20879649999999889
2000-08-14,0.08932499999999884,0.23612100000000136,0.1627230000000001
2000-08-15,0.2114100000000023,0.19879300000001304,0.20510150000000765
2000-08-16,0.2806849999996882,0.15862999999998018,0.2196574999998342
2000-08-17,0.13400899999999688,0.1458280000001179,0.1399185000000574
2000-08-18,0.1809189999999989,0.13526800000000946,0.15809350000000416
2000-09-05,,0.20713400000000032,0.20713400000000032
2000-09-06,0.19004899999999855,0.21711799999990386,0.2035834999999512
2000-09-07,0.1976309999999993,0.1957260000000002,0.19667849999999976
2000-09-08,0.2099000000004912,0.18132499999995302,0.19561250000022212
2000-09-11,0.3850309999999944,0.25642900000003843,0.3207300000000164
2000-09-12,0.36669199999999863,0.27063099999995893,0.3186614999999788
2000-09-13,0.33635000000000553,0.26089400000000507,0.29862200000000527
2000-09-14,0.8012630000000011,0.1900809999997978,0.4956719999998994
2000-09-15,0.5645420000000059,0.38251599999999314,0.47352899999999953
2000-10-09,0.20927500000005847,0.15554299999999907,0.18240900000002877
2000-10-10,0.1507030000001727,0.20727600000000035,0.1789895000000865
2000-10-11,0.16088399999959158,0.23121499999999812,0.19604949999979485
2000-10-12,0.18935600000000083,0.18193999999999874,0.18564799999999979
2000-10-13,0.1396540000000007,0.26424299999999745,0.2019484999999991
2000-10-16,0.2076430000000009,0.1615960000002019,0.1846195000001014
2000-10-17,0.14745000000000055,0.1802859999999991,0.16386799999999985
2000-10-18,0.20838199999999865,0.16856999999999883,0.18847599999999876
2000-10-19,0.20002199999999815,0.17675899999995673,0.18839049999997742
2000-10-20,0.26997900000000585,0.24864400000000692,0.25931150000000636
2000-11-06,0.23719700000001054,0.23693300000001058,0.23706500000001057
2000-11-07,0.24571200000000049,0.2512709999999997,0.2484915000000001
2000-11-08,0.21119299999984062,0.254814999999983,0.23300399999991184
2000-11-09,0.2189249999999996,0.2206929999999998,0.2198089999999997
2000-11-10,0.23503300000000046,0.22518599999999975,0.2301095000000001
2000-11-13,0.20074099999999923,0.2416560000000012,0.22119850000000021
2000-11-14,0.24317499999999173,0.21257300000000284,0.2278739999999973
2000-11-15,0.29273299999980623,0.22374700000000064,0.25823999999990344
2000-11-16,0.24934799999999732,0.24552900000000105,0.24743849999999917
2000-11-17,0.5802679999999988,0.7180859999998864,0.6491769999999426
2000-12-04,0.2286449999995904,0.20842899999999845,0.21853699999979442
2000-12-05,0.22474399999999814,0.2293520000000005,0.2270479999999993
2000-12-06,0.21379600000004048,0.2410170000000041,0.22740650000002227
2000-12-07,0.20556700000005113,0.24410900000000083,0.22483800000002596
2000-12-08,0.2864790000000005,0.1963560000000024,0.24141750000000145
2000-12-11,0.15834900000000096,0.2581039999999994,0.20822650000000018
2000-12-12,0.2890120000000005,1.1632329999999975,0.726122499999999
2000-12-13,0.1900439999999996,0.2031530000000014,0.1965985000000005
2000-12-14,0.11434400000000006,0.21168200000000276,0.1630130000000014
2000-12-15,0.2740980000000009,0.28398999999999747,0.2790439999999992
2001-01-08,,0.2940150000000004,0.2940150000000004
2001-01-09,,0.30642299999987793,0.30642299999987793
2001-01-10,,0.31153500000000045,0.31153500000000045
2001-01-11,0.2943929999999984,0.31803199999999926,0.30621249999999883
2001-01-12,0.25245300000028886,0.3154470000000041,0.2839500000001465
2001-01-16,0.1988610000000009,0.4334240000000018,0.3161425000000013
2001-01-17,0.19533299999999723,0.4762069999999262,0.3357699999999617
2001-01-18,0.13674000000000616,0.363981000000001,0.2503605000000036
2001-01-19,0.7205940000004316,0.35439400000000065,0.5374940000002162
2001-02-05,0.21242900000000026,0.22094399999999886,0.21668649999999956
2001-02-06,0.2007209999997083,0.22960299999994124,0.21516199999982477
2001-02-07,0.2311059999996755,0.21967300000042958,0.22538950000005253
2001-02-08,0.20977800000000074,0.23582200000000092,0.22280000000000083
2001-02-09,0.1822460000002551,0.23910999999995927,0.21067800000010717
2001-02-12,0.1913659999999983,0.2071199999999996,0.19924299999999895
2001-02-13,0.24383599999999964,0.19351700000000088,0.21867650000000027
2001-02-14,0.21938300000000413,0.17042800000000213,0.19490550000000312
